Pyridoxal Phosphate	SHMT2|PDXP|SPTLC1|SRR|SPTLC3|MOCOS|NFS1|GPT|SGPL1|OAT|CCBL1|PYGM|FTCD|AADAT|DDC|KYNU|PROSC|SEPSECS|CTH|SHMT1|TAT|PDXDC1|PSAT1|ADC|AGXT2|CBS|ODC1|CSAD|GADL1|GAD1|ABAT|HDC|GLDC|BCAT1|SDS|GPT2|PHYKPL|SPTLC2|GOT2|GOT1|GCAT|CCBL2|THNSL1|ALAS1|PYGB|IGSF10|SCLY|BCAT2|PNPO|SDSL|PYGL|AGXT
(3R)-N-(4-CHLOROPHENYL)-3-(HYDROXYMETHYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE	PNMT
(3R)-3-(FLUOROMETHYL)-N-(3,3,3-TRIFLUOROPROPYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE	PNMT
[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL	PNMT
(1S,4R,9S)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine	PNMT
(1R)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol	PNMT
7,8-DICHLORO-1,2,3,4-TETRAHYDROISOQUINOLINE	PNMT
N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE	PNMT
TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL	PNMT
Dihydrogenphosphate Ion	DCXR
K-252a	MET|MAP2K1
5-Bromo-N-(2,3-Dihydroxypropoxy)-3,4-Difluoro-2-[(2-Fluoro-4-Iodophenyl)Amino]Benzamide	MAP2K1
Cobimetinib	MAP2K1
(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide	MAP2K1
2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide	MAP2K1
N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide	MAP2K1
N-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine	MAP2K1
2-[(4-ETHYNYL-2-FLUOROPHENYL)AMINO]-3,4-DIFLUORO-N-(2-HYDROXYETHOXY)BENZAMIDE	MAP2K1
Trametinib	MAP2K2|MAP2K1
4-{[4-{[(1R,2R)-2-(dimethylamino)cyclopentyl]amino}-5-(trifluoromethyl)pyrimidin-2-yl]amino}-N-methylbenzenesulfonamide	PTK2B
O-Phosphoethanolamine	PRKCB
Metronidazole	CYP51A1
Tioconazole	CYP51A1
Itraconazole	CYP51A1
1-[(2S)-2-[(4-CHLOROBENZYL)OXY]-2-(2,4-DICHLOROPHENYL)ETHYL]-1H-IMIDAZOLE	CYP51A1
AT2220	GAA
Phosphocholine	CRP|ELSPBP1
inhaled insulin	CRP
Probenecid	SLC22A8|PANX1|SLC22A6|SLC22A11
Ceftriaxone	SLC22A8|SLC22A6|SLC15A1|SLC22A11
Panobinostat	HDAC2|HDAC1|HDAC6|HDAC8|HDAC3|HDAC7|HDAC9|HDAC10|HDAC5|HDAC4
Glycinamide Ribonucleotide	GART
10-CF3C(OH)2-DDACTHF	GART
Adenosine-3'-5'-Diphosphate	NDST1|SULT1B1|SULT2A1|RNASE1|SULT2B1|SULT1E1|SULT1A1|HS3ST3A1|HS3ST1|RNASE2
Aetiocholanolone	HSD17B11|SULT2A1
Mercury Diiodide	SULT2A1
Ipilimumab	CTLA4
Alpha-Linolenic Acid	TRPV1|FADS2|SLC8A1|ELOVL4|FADS1
Indirubin-3'-Monoxime	GSK3B|CDK5|CDK5R1|CDK2|CDK1
Olomoucine	MAPK1|CDK2|CDK5|CDK1
Hymenialdisine	CDK2|CDK5|CDK1
SU9516	CDK2|CDK5|CDK1
Alsterpaullone	GSK3B|CDK5|CDK1
6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE	CDK5|CDK5R1
Azacitidine	DNMT1
Flucytosine	DNMT1
Decitabine	DNMT1
2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine	PRSS1|PLAU
6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine	PLAU
6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine	PLAU
6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine	PLAU
CRA_10655	PRSS1|PLAU
6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine	PLAU
6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine	PLAU
7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide	PLAU
6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide	PLAU
Benzamidine	KLK6|ATOX1|PRSS2|CSNK2A1|PRSS3|ST14|PRSS1|ECI1|PLAU
Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine	PLAU
2-Amino-5-Hydroxy-Benzimidazole	PLAU
N-(1-Adamantyl)-N'-(4-Guanidinobenzyl)Urea	PLAU
Thieno[2,3-B]Pyridine-2-Carboxamidine	PRSS1|PLAU
8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide	PLAU
[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine	PLAU
6-FLUORO-2-(2-HYDROXY-3-ISOBUTOXY-PHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE	PLAU
6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE	PLAU
N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE	PLAU
6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE	PLAU
1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine	PLAU
(2R)-1-(2,6-dimethylphenoxy)propan-2-amine	PLAU
4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide	PLAU
4-(2-aminoethoxy)-N-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide	PLAU
4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE	PLAU
4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide	PLAU
Levamisole	CHRNA3|ALPPL2
Ezogabine	KCNQ5|KCNQ2|KCNQ4|KCNQ3
Phosphoenolpyruvate	PCK1|ENO3
1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine	PCK1
1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine	PCK1
Phosphomethylphosphonic Acid-Guanylate Ester	PCK1
Auranofin	PRDX5|IKBKB
Benzoic Acid	RAB9A|PRDX5|HRSP12|DAO
Adenosine-2'-5'-Diphosphate	RNASE2|RNASE1|RNASE3
Oxaloacetate Ion	CS|SPR
N-Acetyl Serotonin	SPR
Bacitracin	A2M|IDE
Ocriplasmin	A2M|SERPINF2|FN1
Maraviroc	CCR5
INCB9471	CCR5
AMD-070	CCR5|CXCR4
O-Sialic Acid	AZGP1|CES1|SELE|SELP|SIGLEC1|REG1A|MBL2
Oseltamivir	NEU2|NEU1|CES1
1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide	MET
N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide	MET
2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide	MET
N-(3-chlorophenyl)-N-methyl-2-oxo-3-[(3,4,5-trimethyl-1H-pyrrol-2-yl)methyl]-2H-indole-5-sulfonamide	MET
3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol	MET
6-{[6-(1-methyl-1H-pyrazol-4-yl)[1,2,4]triazolo[4,3-b]pyridazin-3-yl]sulfanyl}quinoline	MET
3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine	MET
1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE	MET
Beta-D-Glucopyranose Spirohydantoin	PYGM
3-Amino-8,9,10-Trihydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione	PYGM
Fluoro-Phosphite Ion	PYGM
3,8,9,10-Tetrahydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione	PYGM
Nojirimycine Tetrazole	LCT|LCTL|PYGM
Indirubin-5-Sulphonate	PYGM
2-Deoxy-Glucose-6-Phosphate	PYGM
C-(1-Hydrogyl-Beta-D-Glucopyranosyl) Formamide	PYGM
Alpha-D-Glucopyranosyl-2-Carboxylic Acid Amide	PYGM
Alpha-D-Glucose-1-Phosphate	PYGM
8,9,10-Trihydroxy-7-Hydroxymethyl-2-Thioxo-6-Oxa-1,3-Diaza-Spiro[4.5]Decan-4-One	PYGM
4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid	PYGM
2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole	PYGM
N-Acetyl-N'-Beta-D-Glucopyranosyl Urea	PYGM
2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole	PYGM
C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide	PYGM
2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole	PYGM
5-Chloro-1h-Indole-2-Carboxylic Acid [1-(4-Fluorobenzyl)-2-(4-Hydroxypiperidin-1yl)-2-Oxoethyl]Amide	PYGM
(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester	PYGM
8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione	PYGM
1-Deoxy-1-Methoxycarbamido-Beta-D-Glucopyranose	PYGM
N-(8,9,10-Trihydroxy-7-Hydroxymethyl-2,4-Dioxo-6-Oxa-1,3-Diaza-Spiro[4.5]Dec-3-Yl-Acetamide	PYGM
1-Deoxy-1-Methoxycarbamido-Beta-D-Gluco-2-Heptulopyranosonamide	PYGM
4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid	PYGM
2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium	PYGM
Heptulose-2-Phosphate	PYGM
N-Benzoyl-N'-Beta-D-Glucopyranosyl Urea	PYGM
1-Deoxy-1-Acetylamino-Beta-D-Gluco-2-Heptulopyranosonamide	PYGM
7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID	PYGM
4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID	PYGM
4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID	PYGM
5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID	PYGM
2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	PYGM
2-CHLORO-N-[(3R)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	PYGM
(S)-2-CHLORO-N-(1-(2-(2-HYDROXYETHYLAMINO)-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL)-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	PYGM
(2S)-N-[(3S)-1-(2-AMINO-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-2-CHLORO-2H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	PYGM
(3R,4R,5R)-5-(HYDROXYMETHYL)-1-(3-PHENYLPROPYL)PIPERIDINE-3,4-DIOL	PYGM
({[(3E)-2'-OXO-2',7'-DIHYDRO-2,3'-BIINDOL-3(7H)-YLIDENE]AMINO}OXY)ACETIC ACID	PYGM
(5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-phenyl-1,6-dioxa-2-azaspiro[4.5]dec-2-ene-8,9,10-triol	PYGM
2-DEOXY-3,4-BIS-O-[3-(4-HYDROXYPHENYL)PROPANOYL]-L-THREO-PENTARIC ACID	PYGM
(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(2-naphthyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol	PYGM
(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol	PYGM
Pegademase bovine	GRB2
4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid	GRB2
Siltuximab	IL6
Framycetin	CXCR4
Plerixafor	CXCR4
N-HYDROXY-2(R)-[[(4-METHOXYPHENYL)SULFONYL](3-PICOLYL)AMINO]-3-METHYLBUTANAMIDE HYDROCHLORIDE	MMP1|MMP12
N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE	MMP1
METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID	MMP1|MMP8
[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER	MMP1
N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE	MMP1
Phosphonothreonine	MAPK1|PRKACB|RHO|MAPK12|S100A11|PRKCQ|PRKACA|CDK7|AURKA
Purvalanol	MAPK1|CDK4|MAPK3|CDK2|SRPK2
SB220025	MAPK1|MAPK14
N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE	MAPK1
N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	MAPK1|MAPK10
(S)-N-(1-(3-CHLORO-4-FLUOROPHENYL)-2-HYDROXYETHYL)-4-(4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE	MAPK1
(3R,5Z,8S,9S,11E)-8,9,16-TRIHYDROXY-14-METHOXY-3-METHYL-3,4,9,10-TETRAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,7(8H)-DIONE	MAPK1
5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE	MAPK1
(1aR,8S,13S,14S,15aR)-5,13,14-trihydroxy-3-methoxy-8-methyl-8,9,13,14,15,15a-hexahydro-6H-oxireno[k][2]benzoxacyclotetradecine-6,12(1aH)-dione	MAPK1
4-[5-(4-FLUORO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-3H-IMIDAZOL-4-YL]-PYRIDINE	MAPK1|MAPK14
Binodenoson	ADORA2A
BMS068645	ADORA2A
Atl146e	ADORA2A
Regadenoson	ADORA2A
4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol	ADORA2A
P-Nitrophenol	SULT1A1|AMY2B
SCH-530348	F2R
Vorapaxar	F2R
Chloramphenicol	CD55
Cefazolin	PON1
5-Bromonicotinamide	ART1
Human Serum Albumin	APOE|SAA1|AMBP
Serum albumin iodonated	APOE|SAA1|AMBP
N-Methylleucine	CXCL10
Palmitoyl-Linoleoyl Phosphatidylcholine	PCTP
Di-Linoleoyl-3-Sn-Phosphatidylcholine	PCTP
5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole	UQCRFS1|UQCRB|UQCRH|CYC1|UQCRQ|UQCRC1|UQCRC2|UQCR10|CYTB|UQCR11
METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	UQCRFS1|UQCRB|UQCRH|CYC1|UQCRQ|UQCRC1|UQCRC2|UQCR10|CYTB|UQCR11
5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE	UQCRFS1|UQCRB|CYC1|UQCR10|CYTB
(5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE	UQCRFS1|UQCRB|UQCRH|CYC1|UQCRQ|UQCRC1|UQCRC2|UQCR10|CYTB|UQCR11
FAMOXADONE	UQCRFS1|UQCRB|UQCRH|CYC1|UQCRQ|UQCRC1|UQCRC2|UQCR10|CYTB|UQCR11
METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE	UQCRFS1|UQCRB|UQCRH|CYC1|UQCRQ|UQCRC1|UQCRC2|UQCR10|CYTB|UQCR11
2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	UQCRFS1|UQCRB|UQCRH|CYC1|UQCRQ|UQCRC1|UQCRC2|UQCR10|CYTB|UQCR11
UBIQUINONE-2	UQCRFS1|UQCRB|UQCRH|CYC1|UQCRQ|UQCRC1|UQCRC2|UQCR10|CYTB|UQCR11
2-Aminoethanimidic Acid	CTSB
3-Amino-4-Oxybenzyl-2-Butanone	CTSB
3-Methylphenylalanine	CTSB
N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline	CTSB
2-Pyridinethiol	CTSB
Diphenylacetic Acid	CTSB
N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane	CTSH|CTSB
N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-	CTSB
N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE	CTSB
BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE	CTSB
METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE	CTSB
N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE	CTSB
N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE	CTSB
N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE	CTSB
S-Methylcysteine	MGMT|CTSD
1h-Benoximidazole-2-Carboxylic Acid	CTSD
N-Aminoethylmorpholine	CTSD
5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOBUTYL-HEXANOIC ACID	CTSD
CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE	CTSD
Olsalazine	TPMT|IFNG
VIR201	IFNG
Fontolizumab	IFNG
SGS518	HTR6
Ethanesulfonic Acid	PPBP
N-Cyclohexyl-N'-(4-Iodophenyl)Urea	EPHX2
N-Cyclohexyl-N'-Decylurea	EPHX2
N-Cyclohexyl-N'-(Propyl)Phenyl Urea	EPHX2
N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE	EPHX2
4-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}BUTANOIC ACID	EPHX2
6-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEXANOIC ACID	EPHX2
7-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEPTANOIC ACID	EPHX2
3'-Phosphate-Adenosine-5'-Phosphate Sulfate	SULT1E1
3,5,3',5'-Tetrachloro-Biphenyl-4,4'-Diol	SULT1E1
2-[3,4-Dihydroxy-2-Hydroxymethyl-5-(2-Hydroxy-Nonyl)-Tetrahydro-Furan-2-Yloxy]-6-Hydroxymethyl-Tetra Hydro-Pyran-3,4,5-Triol	SERPINA1
Recombinant alpha 1-antitrypsin	SERPINA1
SF1126	PIK3R3|MTOR|PRKDC|PIK3R1|PIK3R2
(1S,6BR,9AS,11R,11BR)-9A,11B-DIMETHYL-1-[(METHYLOXY)METHYL]-3,6,9-TRIOXO-1,6,6B,7,8,9,9A,10,11,11B-DECAHYDRO-3H-FURO[4,3,2-DE]INDENO[4,5-H][2]BENZOPYRAN-11-YL ACETATE	PIK3CA|PIK3CG|PLK1|PIK3R1
Rifaximin	NR1I2
SR12813	NR1I2
Rilpivirine	NR1I2
7-Methyl-Gpppa	EIF4E|DCPS
7n-Methyl-8-Hydroguanosine-5'-Diphosphate	EIF4E|DCPS
7-Methyl-Guanosine-5'-Triphosphate	EIF4E
LY2275796	EIF4E
2,2,5,5-TETRAMETHYL-3-(SULFANYLMETHYL)-2,5-DIHYDRO-1H-PYRROL-1-OL	CEACAM5|EIF4E
Cerulenin	FASN
(5s)-5-Iododihydro-2,4(1h,3h)-Pyrimidinedione	DPYD
6-Carboxymethyluracil	DPYD
Uracil	UCKL1|DPYD
Eniluracil	XDH|DPYD|AOX1
5-Iodouracil	DPYD
MDX-018	IL8
S-P-Nitrobenzyloxycarbonylglutathione	GLO1
S-(N-Hydroxy-N-Iodophenylcarbamoyl)Glutathione	GLO1
S-Benzyl-Glutathione	GLO1|GSTA1
methyl 4-(2,3-dihydroxy-5-methylphenoxy)-2-hydroxy-6-methylbenzoate	GLO1
MCC	AIFM1
3-Methylpyridine	MMP13|MMP3
2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide	MMP13
WAY-151693	MMP13
Hydroxyaminovaline	MMP13|MMP3
1-Methyloxy-4-Sulfone-Benzene	MMP13|MMP3
PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)	MMP13
PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)	MMP13
PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]	MMP13
TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE	MMP13
4-{[1-METHYL-2,4-DIOXO-6-(3-PHENYLPROP-1-YN-1-YL)-1,4-DIHYDROQUINAZOLIN-3(2H)-YL]METHYL}BENZOIC ACID	MMP13
5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE	MMP13
4-[4-(4-CHLORO-PHENOXY)-BENZENESULFONYLMETHYL]-TETRAHYDRO-PYRAN-4-CARBOXYLIC ACID HYDROXYAMIDE	MMP13
BENZYL 6-BENZYL-5,7-DIOXO-6,7-DIHYDRO-5H-[1,3]THIAZOLO[3,2-C]PYRIMIDINE-2-CARBOXYLATE	MMP13
Camptothecin	TOP1
Edotecarin	TOP1
LE-SN38	TOP1
Sodium stibogluconate	TOP1
BNP 1350	TOP1
XMT-1001	TOP1
2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM	TOP1
4-(5,11-DIOXO-5H-INDENO[1,2-C]ISOQUINOLIN-6(11H)-YL)BUTANOATE	TOP1
LY2140023	GRM2|GRM3
Heparin Disaccharide I-S	CCL5
Heparin Disaccharide Iii-S	CCL5
Myo-Inositol	GBA|CDIPT
Velaglucerase alfa	GBA
(2R,3R,4R,5S)-2-(HYDROXYMETHYL)-1-NONYLPIPERIDINE-3,4,5-TRIOL	GBA
5-Mercapto-2-Nitro-Benzoic Acid	IL12B
ABT-874	IL23A|IL12B
Ustekinumab	IL12B
humanized SMART Anti-IL-12 Antibody	IL12B
TAK-491	ACE2
Hyaluronidase	TGFB1
Hyaluronidase (Human Recombinant)	TGFB1
MMI-175	BACE1
CTS-21166	BACE1
N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide	BACE1
N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE	BACE1
N-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide	BACE1
4-(4-FLUOROBENZYL)PIPERIDINE	BACE1
N-{2-methyl-5-[(6-phenylpyrimidin-4-yl)amino]phenyl}methanesulfonamide	BACE1
6-[2-(1H-INDOL-6-YL)ETHYL]PYRIDIN-2-AMINE	BACE1
6-[2-(3'-METHOXYBIPHENYL-3-YL)ETHYL]PYRIDIN-2-AMINE	BACE1
N~3~-BENZYLPYRIDINE-2,3-DIAMINE	BACE1
N~3~-(3-PYRIDIN-3-YLBENZYL)PYRIDINE-2,3-DIAMINE	BACE1
N~3~-[3-(5-METHOXYPYRIDIN-3-YL)BENZYL]PYRIDINE-2,3-DIAMINE	BACE1
4-(2-aminoethyl)-2-cyclohexylphenol	BACE1
4-(2-aminoethyl)-2-ethylphenol	BACE1
4-[(1S)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1H-imidazol-2-amine	BACE1
(6R)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one	BACE1
2-amino-6-[2-(1H-indol-6-yl)ethyl]pyrimidin-4(3H)-one	BACE1
(2S)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol	BACE1
N-(1-benzylpiperidin-4-yl)-4-sulfanylbutanamide	BACE1
N-[1-(2,6-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide	BACE1
(2S)-4-(4-fluorobenzyl)-N-(2-sulfanylethyl)piperazine-2-carboxamide	BACE1
